"geo","time","population_total"
"tza",1817,3034117
"tza",1818,3038238
"tza",1819,3042883
"tza",1820,3048053
"tza",1821,3053751
"tza",1822,3059977
"tza",1823,3066734
"tza",1824,3074024
"tza",1825,3081849
"tza",1826,3090210
"tza",1827,3099109
"tza",1828,3108549
"tza",1829,3118531
"tza",1830,3129057
"tza",1831,3140130
"tza",1832,3151241
"tza",1833,3162392
"tza",1834,3173582
"tza",1835,3184812
"tza",1836,3196082
"tza",1837,3207391
"tza",1838,3218741
"tza",1839,3230130
"tza",1840,3241560
"tza",1841,3253031
"tza",1842,3264542
"tza",1843,3276093
"tza",1844,3287686
"tza",1845,3299320
"tza",1846,3310994
"tza",1847,3322711
"tza",1848,3334468
"tza",1849,3346267
"tza",1850,3358108
"tza",1851,3369462
"tza",1852,3380853
"tza",1853,3392283
"tza",1854,3403752
"tza",1855,3415259
"tza",1856,3426805
"tza",1857,3438390
"tza",1858,3450014
"tza",1859,3461677
"tza",1860,3473380
"tza",1861,3485122
"tza",1862,3496904
"tza",1863,3508725
"tza",1864,3520587
"tza",1865,3532488
"tza",1866,3544430
"tza",1867,3556412
"tza",1868,3568434
"tza",1869,3580496
"tza",1870,3592600
"tza",1871,3604744
"tza",1872,3616929
"tza",1873,3629005
"tza",1874,3641272
"tza",1875,3653580
"tza",1876,3665930
"tza",1877,3678184
"tza",1878,3690617
"tza",1879,3703092
"tza",1880,3715609
"tza",1881,3728044
"tza",1882,3740645
"tza",1883,3753289
"tza",1884,3765865
"tza",1885,3778594
"tza",1886,3791366
"tza",1887,3804085
"tza",1888,3816943
"tza",1889,3829844
"tza",1890,3842788
"tza",1891,3855776
"tza",1892,3868808
"tza",1893,3881884
"tza",1894,3895004
"tza",1895,3908168
"tza",1896,3921377
"tza",1897,3934630
"tza",1898,3947928
"tza",1899,3961270
"tza",1900,3974658
"tza",1901,3988091
"tza",1902,4001485
"tza",1903,4015009
"tza",1904,4028578
"tza",1905,4042192
"tza",1906,4055853
"tza",1907,4069441
"tza",1908,4083193
"tza",1909,4096992
"tza",1910,4110837
"tza",1911,4124695
"tza",1912,4138634
"tza",1913,4152619
"tza",1914,4166652
"tza",1915,4180732
"tza",1916,4194860
"tza",1917,4209035
"tza",1918,4224153
"tza",1919,4239100
"tza",1920,4254100
"tza",1921,4293675
"tza",1922,4358421
"tza",1923,4448947
"tza",1924,4541353
"tza",1925,4635678
"tza",1926,4731963
"tza",1927,4830247
"tza",1928,4930573
"tza",1929,5032983
"tza",1930,5137519
"tza",1931,5247327
"tza",1932,5362584
"tza",1933,5483476
"tza",1934,5607093
"tza",1935,5733497
"tza",1936,5862751
"tza",1937,5994918
"tza",1938,6130065
"tza",1939,6268259
"tza",1940,6409568
"tza",1941,6554063
"tza",1942,6701815
"tza",1943,6852898
"tza",1944,7007387
"tza",1945,7165359
"tza",1946,7326891
"tza",1947,7492066
"tza",1948,7588350
"tza",1949,7614617
"tza",1950,7649761
"tza",1951,7847305
"tza",1952,8055911
"tza",1953,8274746
"tza",1954,8503221
"tza",1955,8740986
"tza",1956,8987975
"tza",1957,9244352
"tza",1958,9510514
"tza",1959,9787033
"tza",1960,10074507
"tza",1961,10373398
"tza",1962,10683906
"tza",1963,11005905
"tza",1964,11339097
"tza",1965,11683528
"tza",1966,12038903
"tza",1967,12406040
"tza",1968,12787489
"tza",1969,13186557
"tza",1970,13605529
"tza",1971,14045824
"tza",1972,14506617
"tza",1973,14985131
"tza",1974,15477294
"tza",1975,15980301
"tza",1976,16493305
"tza",1977,17017670
"tza",1978,17555494
"tza",1979,18109884
"tza",1980,18683157
"tza",1981,19277108
"tza",1982,19891548
"tza",1983,20524666
"tza",1984,21173603
"tza",1985,21836999
"tza",1986,22511243
"tza",1987,23198533
"tza",1988,23909954
"tza",1989,24660575
"tza",1990,25459604
"tza",1991,26315013
"tza",1992,27219619
"tza",1993,28149328
"tza",1994,29070615
"tza",1995,29960776
"tza",1996,30811854
"tza",1997,31635251
"tza",1998,32451713
"tza",1999,33291540
"tza",2000,34178042
"tza",2001,35117019
"tza",2002,36105808
"tza",2003,37149072
"tza",2004,38249984
"tza",2005,39410545
"tza",2006,40634948
"tza",2007,41923715
"tza",2008,43270144
"tza",2009,44664231
"tza",2010,46098591
"tza",2011,47570902
"tza",2012,49082997
"tza",2013,50636595
"tza",2014,52234869
"tza",2015,53879957
"tza",2016,55572201
"tza",2017,57310019
"tza",2018,59091392
"tza",2019,60913557
"tza",2020,62774619
"tza",2021,64673854
"tza",2022,66612147
"tza",2023,68591196
"tza",2024,70613532
"tza",2025,72681070
"tza",2026,74794078
"tza",2027,76952218
"tza",2028,79155997
"tza",2029,81405880
"tza",2030,83702053
"tza",2031,86044557
"tza",2032,88432938
"tza",2033,90866132
"tza",2034,93342754
"tza",2035,95861531
"tza",2036,98421696
"tza",2037,101022629
"tza",2038,103663322
"tza",2039,106342632
"tza",2040,109059518
"tza",2041,111813197
"tza",2042,114602781
"tza",2043,117426994
"tza",2044,120284409
"tza",2045,123173856
"tza",2046,126094341
"tza",2047,129045371
"tza",2048,132026850
"tza",2049,135038935
"tza",2050,138081621
"tza",2051,141154199
"tza",2052,144255838
"tza",2053,147386143
"tza",2054,150544787
"tza",2055,153731223
"tza",2056,156944759
"tza",2057,160184335
"tza",2058,163448432
"tza",2059,166735278
"tza",2060,170043234
"tza",2061,173370923
"tza",2062,176717329
"tza",2063,180081637
"tza",2064,183463242
"tza",2065,186861214
"tza",2066,190274426
"tza",2067,193701133
"tza",2068,197139230
"tza",2069,200586276
"tza",2070,204040056
"tza",2071,207498947
"tza",2072,210961621
"tza",2073,214426557
"tza",2074,217892305
"tza",2075,221357454
"tza",2076,224820515
"tza",2077,228280071
"tza",2078,231734777
"tza",2079,235183337
"tza",2080,238624499
"tza",2081,242056793
"tza",2082,245478904
"tza",2083,248889875
"tza",2084,252288870
"tza",2085,255674875
"tza",2086,259046636
"tza",2087,262402578
"tza",2088,265740959
"tza",2089,269059914
"tza",2090,272357618
"tza",2091,275632466
"tza",2092,278882980
"tza",2093,282107778
"tza",2094,285305477
"tza",2095,288474581
"tza",2096,291613532
"tza",2097,294720620
"tza",2098,297794013
"tza",2099,300831773
"tza",2100,303831815
"uga",1800,2101397
"uga",1801,2101397
"uga",1802,2101397
"uga",1803,2101397
"uga",1804,2101397
"uga",1805,2101397
"uga",1806,2101397
"uga",1807,2101397
"uga",1808,2101397
"uga",1809,2101397
"uga",1810,2101397
"uga",1811,2101730
"uga",1812,2102397
"uga",1813,2103399
"uga",1814,2104737
"uga",1815,2106413
"uga",1816,2108427
"uga",1817,2110781
"uga",1818,2113476
"uga",1819,2116512
"uga",1820,2119892
"uga",1821,2123616
"uga",1822,2127685
"uga",1823,2132100
"uga",1824,2136863
"uga",1825,2141975
"uga",1826,2147437
"uga",1827,2153250
"uga",1828,2159415
"uga",1829,2165933
"uga",1830,2172807
"uga",1831,2180036
"uga",1832,2187289
"uga",1833,2194566
"uga",1834,2201867
"uga",1835,2209193
"uga",1836,2216543
"uga",1837,2223918
"uga",1838,2231317
"uga",1839,2238740
"uga",1840,2246189
"uga",1841,2253662
"uga",1842,2261160
"uga",1843,2268683
"uga",1844,2276231
"uga",1845,2283804
"uga",1846,2291402
"uga",1847,2299026
"uga",1848,2306675
"uga",1849,2314349
"uga",1850,2322049
"uga",1851,2329667
"uga",1852,2337309
"uga",1853,2344977
"uga",1854,2352670
"uga",1855,2360388
"uga",1856,2368131
"uga",1857,2375900
"uga",1858,2383694
"uga",1859,2391514
"uga",1860,2399359
"uga",1861,2407231
"uga",1862,2415128
"uga",1863,2423051
"uga",1864,2430999
"uga",1865,2438974
"uga",1866,2446976
"uga",1867,2455003
"uga",1868,2463057
"uga",1869,2471137
"uga",1870,2479243
"uga",1871,2487377
"uga",1872,2495536
"uga",1873,2503631
"uga",1874,2511844
"uga",1875,2520084
"uga",1876,2528352
"uga",1877,2536562
"uga",1878,2544883
"uga",1879,2553232
"uga",1880,2561607
"uga",1881,2569935
"uga",1882,2578366
"uga",1883,2586824
"uga",1884,2595243
"uga",1885,2603757
"uga",1886,2612299
"uga",1887,2620811
"uga",1888,2629408
"uga",1889,2638034
"uga",1890,2646688
"uga",1891,2655370
"uga",1892,2664081
"uga",1893,2672821
"uga",1894,2681589
"uga",1895,2690385
"uga",1896,2699211
"uga",1897,2708066
"uga",1898,2716950
"uga",1899,2725862
"uga",1900,2734805
"uga",1901,2743776
"uga",1902,2752726
"uga",1903,2761756
"uga",1904,2770816
"uga",1905,2779906
"uga",1906,2789025
"uga",1907,2798102
"uga",1908,2807281
"uga",1909,2816490
"uga",1910,2825380
"uga",1911,2834396
"uga",1912,2842526
"uga",1913,2850098
"uga",1914,2857690
"uga",1915,2865302
"uga",1916,2872934
"uga",1917,2880587
"uga",1918,2888439
"uga",1919,2896267
"uga",1920,2904117
"uga",1921,2928585
"uga",1922,2970044
"uga",1923,3028875
"uga",1924,3088873
"uga",1925,3150058
"uga",1926,3212456
"uga",1927,3276089
"uga",1928,3340984
"uga",1929,3407163
"uga",1930,3474654
"uga",1931,3543458
"uga",1932,3613603
"uga",1933,3685113
"uga",1934,3758038
"uga",1935,3832406
"uga",1936,3908247
"uga",1937,3985588
"uga",1938,4064459
"uga",1939,4144891
"uga",1940,4226915
"uga",1941,4310562
"uga",1942,4395865
"uga",1943,4482855
"uga",1944,4571567
"uga",1945,4662035
"uga",1946,4754292
"uga",1947,4848376
"uga",1948,4944481
"uga",1949,5042652
"uga",1950,5158190
"uga",1951,5308668
"uga",1952,5455540
"uga",1953,5601239
"uga",1954,5748208
"uga",1955,5898835
"uga",1956,6055517
"uga",1957,6220629
"uga",1958,6396463
"uga",1959,6585105
"uga",1960,6788214
"uga",1961,7006633
"uga",1962,7240174
"uga",1963,7487429
"uga",1964,7746198
"uga",1965,8014401
"uga",1966,8292776
"uga",1967,8580676
"uga",1968,8872920
"uga",1969,9162833
"uga",1970,9446064
"uga",1971,9720399
"uga",1972,9988380
"uga",1973,10256429
"uga",1974,10533716
"uga",1975,10827147
"uga",1976,11139833
"uga",1977,11470867
"uga",1978,11818307
"uga",1979,12178544
"uga",1980,12549540
"uga",1981,12930209
"uga",1982,13323332
"uga",1983,13735271
"uga",1984,14174470
"uga",1985,14646624
"uga",1986,15154521
"uga",1987,15695411
"uga",1988,16262533
"uga",1989,16846090
"uga",1990,17438907
"uga",1991,18040438
"uga",1992,18652889
"uga",1993,19275422
"uga",1994,19907634
"uga",1995,20550291
"uga",1996,21202118
"uga",1997,21865931
"uga",1998,22551789
"uga",1999,23272995
"uga",2000,24039274
"uga",2001,24854892
"uga",2002,25718048
"uga",2003,26624820
"uga",2004,27568436
"uga",2005,28543940
"uga",2006,29550662
"uga",2007,30590487
"uga",2008,31663896
"uga",2009,32771895
"uga",2010,33915133
"uga",2011,35093648
"uga",2012,36306796
"uga",2013,37553726
"uga",2014,38833338
"uga",2015,40144870
"uga",2016,41487965
"uga",2017,42862958
"uga",2018,44270563
"uga",2019,45711874
"uga",2020,47187703
"uga",2021,48698086
"uga",2022,50242802
"uga",2023,51822128
"uga",2024,53436321
"uga",2025,55085460
"uga",2026,56769412
"uga",2027,58487747
"uga",2028,60239885
"uga",2029,62025011
"uga",2030,63842360
"uga",2031,65691400
"uga",2032,67571502
"uga",2033,69481538
"uga",2034,71420257
"uga",2035,73386500
"uga",2036,75379412
"uga",2037,77398346
"uga",2038,79442649
"uga",2039,81511732
"uga",2040,83604961
"uga",2041,85721545
"uga",2042,87860635
"uga",2043,90021613
"uga",2044,92203851
"uga",2045,94406655
"uga",2046,96629120
"uga",2047,98870311
"uga",2048,101129434
"uga",2049,103405702
"uga",2050,105698201
"uga",2051,108005978
"uga",2052,110327825
"uga",2053,112662248
"uga",2054,115007567
"uga",2055,117362214
"uga",2056,119724961
"uga",2057,122094678
"uga",2058,124470067
"uga",2059,126849791
"uga",2060,129232610
"uga",2061,131617241
"uga",2062,134002531
"uga",2063,136387479
"uga",2064,138771165
"uga",2065,141152605
"uga",2066,143530647
"uga",2067,145904061
"uga",2068,148271671
"uga",2069,150632268
"uga",2070,152984654
"uga",2071,155327622
"uga",2072,157659949
"uga",2073,159980353
"uga",2074,162287500
"uga",2075,164580107
"uga",2076,166856956
"uga",2077,169116815
"uga",2078,171358306
"uga",2079,173580023
"uga",2080,175780629
"uga",2081,177958953
"uga",2082,180113871
"uga",2083,182244196
"uga",2084,184348743
"uga",2085,186426398
"uga",2086,188476075
"uga",2087,190496797
"uga",2088,192487785
"uga",2089,194448389
"uga",2090,196377860
"uga",2091,198275362
"uga",2092,200139938
"uga",2093,201970572
"uga",2094,203766258
"uga",2095,205526043
"uga",2096,207249037
"uga",2097,208934434
"uga",2098,210581519
"uga",2099,212189629
"uga",2100,213758214
