"geo","time","life_expectancy_at_birth_with_projections"
"uga",1872,25.32
"uga",1873,25.32
"uga",1874,25.33
"uga",1875,25.34
"uga",1876,25.35
"uga",1877,25.35
"uga",1878,25.36
"uga",1879,25.37
"uga",1880,25.38
"uga",1881,25.39
"uga",1882,25.39
"uga",1883,25.4
"uga",1884,25.41
"uga",1885,25.42
"uga",1886,25.43
"uga",1887,25.43
"uga",1888,25.44
"uga",1889,25.45
"uga",1890,25.46
"uga",1891,25.46
"uga",1892,25.47
"uga",1893,25.48
"uga",1894,25.49
"uga",1895,25.5
"uga",1896,25.5
"uga",1897,25.51
"uga",1898,25.52
"uga",1899,25.53
"uga",1900,25.53
"uga",1901,25.54
"uga",1902,25.55
"uga",1903,25.56
"uga",1904,25.57
"uga",1905,25.57
"uga",1906,25.58
"uga",1907,25.59
"uga",1908,25.6
"uga",1909,25.6
"uga",1910,25.61
"uga",1911,25.62
"uga",1912,25.63
"uga",1913,25.64
"uga",1914,25.64
"uga",1915,25.65
"uga",1916,25.66
"uga",1917,25.67
"uga",1918,9.93
"uga",1919,25.68
"uga",1920,25.69
"uga",1921,25.7
"uga",1922,25.71
"uga",1923,25.43
"uga",1924,25.15
"uga",1925,24.88
"uga",1926,24.6
"uga",1927,24.32
"uga",1928,24.58
"uga",1929,24.84
"uga",1930,25.11
"uga",1931,25.37
"uga",1932,25.63
"uga",1933,25.89
"uga",1934,26.16
"uga",1935,26.42
"uga",1936,26.68
"uga",1937,26.95
"uga",1938,27.26
"uga",1939,27.58
"uga",1940,27.89
"uga",1941,28.21
"uga",1942,28.52
"uga",1943,28.84
"uga",1944,29.15
"uga",1945,29.47
"uga",1946,31.56
"uga",1947,33.65
"uga",1948,35.75
"uga",1949,37.85
"uga",1950,39.95
"uga",1951,40.22
"uga",1952,40.75
"uga",1953,41.28
"uga",1954,41.82
"uga",1955,42.36
"uga",1956,42.91
"uga",1957,43.48
"uga",1958,44.05
"uga",1959,44.62
"uga",1960,45.21
"uga",1961,45.82
"uga",1962,46.44
"uga",1963,47.06
"uga",1964,47.68
"uga",1965,48.27
"uga",1966,48.82
"uga",1967,49.29
"uga",1968,49.72
"uga",1969,50.07
"uga",1970,50.34
"uga",1971,50.55
"uga",1972,50.78
"uga",1973,51.05
"uga",1974,51.19
"uga",1975,51.34
"uga",1976,51.49
"uga",1977,51.63
"uga",1978,51.37
"uga",1979,51.38
"uga",1980,49.42
"uga",1981,49.69
"uga",1982,49.89
"uga",1983,50.13
"uga",1984,50.07
"uga",1985,49.95
"uga",1986,49.68
"uga",1987,50.92
"uga",1988,50.63
"uga",1989,49.96
"uga",1990,49.2
"uga",1991,48.41
"uga",1992,47.86
"uga",1993,47.34
"uga",1994,47.02
"uga",1995,46.96
"uga",1996,47
"uga",1997,47.39
"uga",1998,47.7
"uga",1999,48.24
"uga",2000,48.71
"uga",2001,49.44
"uga",2002,50.17
"uga",2003,50.93
"uga",2004,51.76
"uga",2005,52.81
"uga",2006,53.71
"uga",2007,54.33
"uga",2008,55.11
"uga",2009,56.03
"uga",2010,56.81
"uga",2011,57.67
"uga",2012,58.63
"uga",2013,59.75
"uga",2014,60.75
"uga",2015,61.64
"uga",2016,62.26
"uga",2017,62.56
"uga",2018,62.86
"uga",2019,63.17
"uga",2020,63.49
"uga",2021,63.83
"uga",2022,64.19
"uga",2023,64.56
"uga",2024,64.93
"uga",2025,65.31
"uga",2026,65.7
"uga",2027,66.09
"uga",2028,66.48
"uga",2029,66.86
"uga",2030,67.24
"uga",2031,67.61
"uga",2032,67.97
"uga",2033,68.33
"uga",2034,68.68
"uga",2035,69.02
"uga",2036,69.35
"uga",2037,69.68
"uga",2038,70
"uga",2039,70.32
"uga",2040,70.63
"uga",2041,70.94
"uga",2042,71.25
"uga",2043,71.56
"uga",2044,71.87
"uga",2045,72.18
"uga",2046,72.48
"uga",2047,72.78
"uga",2048,73.07
"uga",2049,73.35
"uga",2050,73.62
"uga",2051,73.88
"uga",2052,74.13
"uga",2053,74.37
"uga",2054,74.6
"uga",2055,74.82
"uga",2056,75.03
"uga",2057,75.23
"uga",2058,75.42
"uga",2059,75.61
"uga",2060,75.8
"uga",2061,75.99
"uga",2062,76.18
"uga",2063,76.36
"uga",2064,76.54
"uga",2065,76.72
"uga",2066,76.9
"uga",2067,77.08
"uga",2068,77.26
"uga",2069,77.44
"uga",2070,77.61
"uga",2071,77.78
"uga",2072,77.95
"uga",2073,78.12
"uga",2074,78.29
"uga",2075,78.45
"uga",2076,78.61
"uga",2077,78.77
"uga",2078,78.92
"uga",2079,79.07
"uga",2080,79.22
"uga",2081,79.36
"uga",2082,79.5
"uga",2083,79.64
"uga",2084,79.78
"uga",2085,79.92
"uga",2086,80.06
"uga",2087,80.2
"uga",2088,80.34
"uga",2089,80.48
"uga",2090,80.61
"uga",2091,80.74
"uga",2092,80.87
"uga",2093,81
"uga",2094,81.13
"uga",2095,81.25
"uga",2096,81.37
"uga",2097,81.49
"uga",2098,81.61
"uga",2099,81.72
"uga",2100,81.83
