"geo","time","population_aged_15_19_years_male_percent"
"bdi",1950,10.27027
"bdi",1955,9.9163
"bdi",1960,9.60275
"bdi",1965,9.39878
"bdi",1970,10.86544
"bdi",1975,11.25386
"bdi",1980,11.05889
"bdi",1985,9.89113
"bdi",1990,9.20283
"bdi",1995,10.43491
"bdi",2000,11.7169
"bdi",2005,12.13071
"bdi",2010,11.34201
"bdi",2015,10.23187
"bdi",2020,9.96832
"bdi",2025,10.76037
"bdi",2030,11.20684
"bdi",2035,11.23989
"bdi",2040,10.78846
"bdi",2045,10.2568
"bdi",2050,10.04435
"bdi",2055,10.05201
"bdi",2060,9.99617
"bdi",2065,9.75084
"bdi",2070,9.40273
"bdi",2075,9.08145
"bdi",2080,8.87795
"bdi",2085,8.74674
"bdi",2090,8.57906
"bdi",2095,8.34575
"bdi",2100,8.05445
"cod",1950,10.34252
"cod",1955,10.54695
"cod",1960,10.69931
"cod",1965,10.65625
"cod",1970,10.28363
"cod",1975,10.30495
"cod",1980,10.39272
"cod",1985,10.43991
"cod",1990,10.4181
"cod",1995,10.40258
"cod",2000,10.49103
"cod",2005,10.48097
"cod",2010,10.42673
"cod",2015,10.35174
"cod",2020,10.6479
"cod",2025,11.02368
"cod",2030,11.1921
"cod",2035,11.01734
"cod",2040,10.80096
"cod",2045,10.63255
"cod",2050,10.44142
"cod",2055,10.18519
"cod",2060,9.84106
"cod",2065,9.4683
"cod",2070,9.11149
"cod",2075,8.76607
"cod",2080,8.45954
"cod",2085,8.13324
"cod",2090,7.81548
"cod",2095,7.51536
"cod",2100,7.21764
"ken",1950,10.31877
"ken",1955,9.06287
"ken",1960,8.18876
"ken",1965,9.41528
"ken",1970,10.41674
"ken",1975,10.54566
"ken",1980,10.58993
"ken",1985,10.67387
"ken",1990,11.11704
"ken",1995,11.6482
"ken",2000,12.04021
"ken",2005,11.80017
"ken",2010,10.74512
"ken",2015,11.0433
"ken",2020,11.07888
"ken",2025,11.05438
"ken",2030,10.3597
"ken",2035,9.96979
"ken",2040,9.6551
"ken",2045,9.40354
"ken",2050,9.1237
"ken",2055,8.78785
"ken",2060,8.44309
"ken",2065,8.14207
"ken",2070,7.85945
"ken",2075,7.59387
"ken",2080,7.33701
"ken",2085,7.07987
"ken",2090,6.81565
"ken",2095,6.57866
"ken",2100,6.38024
"rwa",1950,11.64328
"rwa",1955,9.7245
"rwa",1960,9.07128
"rwa",1965,10.5539
"rwa",1970,11.34507
"rwa",1975,11.44632
"rwa",1980,10.51096
"rwa",1985,9.99126
"rwa",1990,10.37081
"rwa",1995,12.29815
"rwa",2000,12.17036
"rwa",2005,12.95478
"rwa",2010,10.09875
"rwa",2015,10.53674
"rwa",2020,10.71824
"rwa",2025,11.05328
"rwa",2030,10.70284
"rwa",2035,10.09305
"rwa",2040,9.50142
"rwa",2045,9.14983
"rwa",2050,8.98461
"rwa",2055,8.76046
"rwa",2060,8.35966
"rwa",2065,7.86659
"rwa",2070,7.42265
"rwa",2075,7.09049
"rwa",2080,6.82247
"rwa",2085,6.58054
"rwa",2090,6.31195
"rwa",2095,6.05712
"rwa",2100,5.84384
"ssd",1950,10.07521
"ssd",1955,10.72641
"ssd",1960,10.98984
"ssd",1965,10.62834
"ssd",1970,9.06134
"ssd",1975,9.69289
"ssd",1980,10.16131
"ssd",1985,10.5232
"ssd",1990,10.4776
"ssd",1995,10.3466
"ssd",2000,10.12557
"ssd",2005,10.65777
"ssd",2010,10.94236
"ssd",2015,11.05774
"ssd",2020,10.81921
"ssd",2025,10.72138
"ssd",2030,10.56774
"ssd",2035,10.4499
"ssd",2040,10.28212
"ssd",2045,10.02447
"ssd",2050,9.71955
"ssd",2055,9.43056
"ssd",2060,9.19103
"ssd",2065,8.96348
"ssd",2070,8.72814
"ssd",2075,8.47463
"ssd",2080,8.22454
"ssd",2085,7.99087
"ssd",2090,7.77318
"ssd",2095,7.56228
"ssd",2100,7.345
"tza",1950,10.50998
"tza",1955,10.48755
"tza",1960,10.44974
"tza",1965,10.55398
"tza",1970,10.29134
"tza",1975,10.45915
"tza",1980,10.51358
"tza",1985,10.62456
"tza",1990,10.80855
"tza",1995,10.99761
"tza",2000,11.08244
"tza",2005,10.68153
"tza",2010,10.58521
"tza",2015,10.66869
"tza",2020,10.8273
"tza",2025,11.10339
"tza",2030,11.11321
"tza",2035,10.76879
"tza",2040,10.5282
"tza",2045,10.36915
"tza",2050,10.21308
"tza",2055,10.00664
"tza",2060,9.75013
"tza",2065,9.46362
"tza",2070,9.20012
"tza",2075,8.96355
"tza",2080,8.71682
"tza",2085,8.4816
"tza",2090,8.23521
"tza",2095,7.99611
"tza",2100,7.77243
"uga",1950,10.8776
"uga",1955,9.19653
"uga",1960,10.07543
"uga",1965,10.11429
"uga",1970,10.4423
"uga",1975,10.40052
"uga",1980,10.48406
"uga",1985,10.65736
"uga",1990,10.6847
"uga",1995,10.85996
"uga",2000,11.05095
"uga",2005,11.11178
"uga",2010,11.24704
"uga",2015,11.27787
"uga",2020,11.46526
"uga",2025,11.45882
"uga",2030,11.28735
"uga",2035,11.09355
"uga",2040,10.92615
"uga",2045,10.72625
"uga",2050,10.46294
"uga",2055,10.15512
"uga",2060,9.83987
"uga",2065,9.52639
"uga",2070,9.21646
"uga",2075,8.90071
"uga",2080,8.58096
"uga",2085,8.2739
"uga",2090,7.98152
"uga",2095,7.70146
"uga",2100,7.43811
