"geo","time","children_per_woman_total_fertility"
"tza",1909,6.74
"tza",1910,6.74
"tza",1911,6.74
"tza",1912,6.74
"tza",1913,6.74
"tza",1914,6.74
"tza",1915,6.74
"tza",1916,6.74
"tza",1917,6.74
"tza",1918,6.74
"tza",1919,6.74
"tza",1920,6.74
"tza",1921,6.74
"tza",1922,6.74
"tza",1923,6.74
"tza",1924,6.74
"tza",1925,6.74
"tza",1926,6.74
"tza",1927,6.74
"tza",1928,6.74
"tza",1929,6.73
"tza",1930,6.73
"tza",1931,6.73
"tza",1932,6.73
"tza",1933,6.73
"tza",1934,6.73
"tza",1935,6.72
"tza",1936,6.72
"tza",1937,6.72
"tza",1938,6.72
"tza",1939,6.72
"tza",1940,6.72
"tza",1941,6.71
"tza",1942,6.71
"tza",1943,6.71
"tza",1944,6.71
"tza",1945,6.71
"tza",1946,6.71
"tza",1947,6.7
"tza",1948,6.7
"tza",1949,6.7
"tza",1950,6.7
"tza",1951,6.71
"tza",1952,6.73
"tza",1953,6.75
"tza",1954,6.77
"tza",1955,6.78
"tza",1956,6.79
"tza",1957,6.8
"tza",1958,6.8
"tza",1959,6.81
"tza",1960,6.81
"tza",1961,6.81
"tza",1962,6.8
"tza",1963,6.8
"tza",1964,6.8
"tza",1965,6.8
"tza",1966,6.8
"tza",1967,6.79
"tza",1968,6.79
"tza",1969,6.78
"tza",1970,6.77
"tza",1971,6.77
"tza",1972,6.76
"tza",1973,6.76
"tza",1974,6.76
"tza",1975,6.75
"tza",1976,6.74
"tza",1977,6.73
"tza",1978,6.71
"tza",1979,6.69
"tza",1980,6.65
"tza",1981,6.62
"tza",1982,6.58
"tza",1983,6.54
"tza",1984,6.5
"tza",1985,6.47
"tza",1986,6.42
"tza",1987,6.38
"tza",1988,6.33
"tza",1989,6.27
"tza",1990,6.21
"tza",1991,6.15
"tza",1992,6.08
"tza",1993,6.01
"tza",1994,5.95
"tza",1995,5.88
"tza",1996,5.83
"tza",1997,5.78
"tza",1998,5.74
"tza",1999,5.71
"tza",2000,5.69
"tza",2001,5.68
"tza",2002,5.67
"tza",2003,5.66
"tza",2004,5.65
"tza",2005,5.64
"tza",2006,5.62
"tza",2007,5.58
"tza",2008,5.54
"tza",2009,5.49
"tza",2010,5.43
"tza",2011,5.36
"tza",2012,5.29
"tza",2013,5.22
"tza",2014,5.15
"tza",2015,5.08
"tza",2016,5.02
"tza",2017,4.95
"tza",2018,4.89
"uga",1800,6.89
"uga",1801,6.89
"uga",1802,6.89
"uga",1803,6.89
"uga",1804,6.89
"uga",1805,6.89
"uga",1806,6.89
"uga",1807,6.89
"uga",1808,6.89
"uga",1809,6.89
"uga",1810,6.89
"uga",1811,6.89
"uga",1812,6.89
"uga",1813,6.89
"uga",1814,6.89
"uga",1815,6.89
"uga",1816,6.89
"uga",1817,6.89
"uga",1818,6.89
"uga",1819,6.89
"uga",1820,6.89
"uga",1821,6.89
"uga",1822,6.89
"uga",1823,6.89
"uga",1824,6.89
"uga",1825,6.89
"uga",1826,6.89
"uga",1827,6.89
"uga",1828,6.89
"uga",1829,6.89
"uga",1830,6.89
"uga",1831,6.89
"uga",1832,6.89
"uga",1833,6.89
"uga",1834,6.89
"uga",1835,6.89
"uga",1836,6.89
"uga",1837,6.89
"uga",1838,6.89
"uga",1839,6.89
"uga",1840,6.89
"uga",1841,6.89
"uga",1842,6.89
"uga",1843,6.89
"uga",1844,6.89
"uga",1845,6.89
"uga",1846,6.89
"uga",1847,6.89
"uga",1848,6.89
"uga",1849,6.89
"uga",1850,6.89
"uga",1851,6.89
"uga",1852,6.89
"uga",1853,6.89
"uga",1854,6.89
"uga",1855,6.89
"uga",1856,6.89
"uga",1857,6.89
"uga",1858,6.89
"uga",1859,6.89
"uga",1860,6.89
"uga",1861,6.89
"uga",1862,6.89
"uga",1863,6.89
"uga",1864,6.89
"uga",1865,6.89
"uga",1866,6.89
"uga",1867,6.89
"uga",1868,6.89
"uga",1869,6.89
"uga",1870,6.89
"uga",1871,6.89
"uga",1872,6.89
"uga",1873,6.89
"uga",1874,6.89
"uga",1875,6.89
"uga",1876,6.89
"uga",1877,6.89
"uga",1878,6.89
"uga",1879,6.89
"uga",1880,6.89
"uga",1881,6.89
"uga",1882,6.89
"uga",1883,6.89
"uga",1884,6.89
"uga",1885,6.89
"uga",1886,6.89
"uga",1887,6.89
"uga",1888,6.89
"uga",1889,6.89
"uga",1890,6.89
"uga",1891,6.89
"uga",1892,6.89
"uga",1893,6.89
"uga",1894,6.89
"uga",1895,6.89
"uga",1896,6.89
"uga",1897,6.89
"uga",1898,6.89
"uga",1899,6.89
"uga",1900,6.89
"uga",1901,6.89
"uga",1902,6.89
"uga",1903,6.89
"uga",1904,6.89
"uga",1905,6.89
"uga",1906,6.89
"uga",1907,6.89
"uga",1908,6.89
"uga",1909,6.89
"uga",1910,6.89
"uga",1911,6.89
"uga",1912,6.89
"uga",1913,6.89
"uga",1914,6.89
"uga",1915,6.89
"uga",1916,6.89
"uga",1917,6.89
"uga",1918,6.89
"uga",1919,6.89
"uga",1920,6.89
"uga",1921,6.89
"uga",1922,6.89
"uga",1923,6.89
"uga",1924,6.89
"uga",1925,6.89
"uga",1926,6.89
"uga",1927,6.89
"uga",1928,6.89
"uga",1929,6.89
"uga",1930,6.89
"uga",1931,6.89
"uga",1932,6.89
"uga",1933,6.89
"uga",1934,6.89
"uga",1935,6.89
"uga",1936,6.89
"uga",1937,6.89
"uga",1938,6.89
"uga",1939,6.89
"uga",1940,6.89
"uga",1941,6.89
"uga",1942,6.89
"uga",1943,6.89
"uga",1944,6.89
"uga",1945,6.89
"uga",1946,6.89
"uga",1947,6.89
"uga",1948,6.89
"uga",1949,6.89
"uga",1950,6.89
"uga",1951,6.89
"uga",1952,6.9
"uga",1953,6.9
"uga",1954,6.91
"uga",1955,6.92
"uga",1956,6.93
"uga",1957,6.94
"uga",1958,6.96
"uga",1959,6.98
"uga",1960,7
"uga",1961,7.02
"uga",1962,7.04
"uga",1963,7.06
"uga",1964,7.08
"uga",1965,7.09
"uga",1966,7.11
"uga",1967,7.11
"uga",1968,7.12
"uga",1969,7.12
"uga",1970,7.12
"uga",1971,7.11
"uga",1972,7.11
"uga",1973,7.1
"uga",1974,7.1
"uga",1975,7.1
"uga",1976,7.1
"uga",1977,7.1
"uga",1978,7.1
"uga",1979,7.1
"uga",1980,7.1
"uga",1981,7.1
"uga",1982,7.1
"uga",1983,7.1
"uga",1984,7.1
"uga",1985,7.1
"uga",1986,7.1
"uga",1987,7.1
"uga",1988,7.1
"uga",1989,7.1
"uga",1990,7.09
"uga",1991,7.08
"uga",1992,7.07
"uga",1993,7.06
"uga",1994,7.04
"uga",1995,7.02
"uga",1996,6.99
"uga",1997,6.97
"uga",1998,6.94
"uga",1999,6.9
"uga",2000,6.87
"uga",2001,6.82
"uga",2002,6.77
"uga",2003,6.72
"uga",2004,6.65
"uga",2005,6.58
"uga",2006,6.51
"uga",2007,6.42
"uga",2008,6.34
"uga",2009,6.25
"uga",2010,6.15
"uga",2011,6.06
"uga",2012,5.96
"uga",2013,5.87
"uga",2014,5.78
"uga",2015,5.68
"uga",2016,5.59
"uga",2017,5.5
"uga",2018,5.41
