"geo","time","gdp_per_capita_yearly_growth"
"uga",1960,1.839
"uga",1961,-3.803
"uga",1962,1.13
"uga",1963,8.28
"uga",1964,4.512
"uga",1965,-0.7528
"uga",1966,3.126
"uga",1967,2.276
"uga",1968,-0.4755
"uga",1969,7.739
"uga",1970,-1.399
"uga",1971,0.3311
"uga",1972,-1.391
"uga",1973,-2.47
"uga",1974,-2.04
"uga",1975,-4.477
"uga",1976,-1.766
"uga",1977,-1.011
"uga",1978,-7.865
"uga",1979,-13.06
"uga",1980,-5.483
"uga",1981,1.378
"uga",1982,5.358
"uga",1983,4.336
"uga",1984,-11.42
"uga",1985,-1.345
"uga",1986,-3.022
"uga",1987,2.401
"uga",1988,3.087
"uga",1989,3.348
"uga",1990,0.4848
"uga",1991,-2.305
"uga",1992,-0.2919
"uga",1993,4.667
"uga",1994,2.787
"uga",1995,8.966
"uga",1996,5.806
"uga",1997,2.197
"uga",1998,1.733
"uga",1999,4.227
"uga",2000,1.776
"uga",2001,1.74
"uga",2002,3.478
"uga",2003,1.065
"uga",2004,2.358
"uga",2005,3.26
"uga",2006,5.996
"uga",2007,5.077
"uga",2008,4.245
"uga",2009,3.673
"uga",2010,2.23
"uga",2011,3.327
"uga",2012,-0.5072
"uga",2013,2.638
"uga",2014,2.964
"uga",2015,3.355
"uga",2016,3.69
"uga",2017,3.752
"uga",2018,3.847
"uga",2019,3.936
