"geo","time","gdp_total_yearly_growth"
"tza",1916,0.6084
"tza",1917,0.6084
"tza",1918,0.6084
"tza",1919,0.6084
"tza",1920,0.6084
"tza",1921,0.6084
"tza",1922,2.336
"tza",1923,2.336
"tza",1924,2.336
"tza",1925,2.336
"tza",1926,2.336
"tza",1927,2.336
"tza",1928,2.336
"tza",1929,2.336
"tza",1930,2.336
"tza",1931,2.336
"tza",1932,2.514
"tza",1933,2.514
"tza",1934,2.514
"tza",1935,2.514
"tza",1936,2.514
"tza",1937,2.514
"tza",1938,2.514
"tza",1939,2.514
"tza",1940,2.514
"tza",1941,2.514
"tza",1942,2.514
"tza",1943,2.514
"tza",1944,2.514
"tza",1945,2.514
"tza",1946,2.514
"tza",1947,2.514
"tza",1948,2.514
"tza",1949,-0.3375
"tza",1950,-0.3375
"tza",1951,12.81
"tza",1952,2.263
"tza",1953,-3.346
"tza",1954,8.367
"tza",1955,2.638
"tza",1956,1.418
"tza",1957,2.59
"tza",1958,1.015
"tza",1959,5.057
"tza",1960,4.211
"tza",1961,-1.062
"tza",1962,9.17
"tza",1963,6.344
"tza",1964,5.498
"tza",1965,3.611
"tza",1966,12.82
"tza",1967,4.017
"tza",1968,5.201
"tza",1969,1.876
"tza",1970,5.863
"tza",1971,4.32
"tza",1972,6.68
"tza",1973,3.169
"tza",1974,2.44
"tza",1975,5.462
"tza",1976,7.41
"tza",1977,2.97
"tza",1978,3.04
"tza",1979,1.4
"tza",1980,1.039
"tza",1981,-0.9156
"tza",1982,1.534
"tza",1983,-0.2563
"tza",1984,2.665
"tza",1985,-0.07215
"tza",1986,3.355
"tza",1987,4.967
"tza",1988,4.175
"tza",1989,3.602
"tza",1990,4.012
"tza",1991,2.596
"tza",1992,1.094
"tza",1993,1.245
"tza",1994,0.9809
"tza",1995,3.433
"tza",1996,5.339
"tza",1997,-0.451
"tza",1998,3.68
"tza",1999,3.523
"tza",2000,5.093
"tza",2001,6.475
"tza",2002,7.586
"tza",2003,6.182
"tza",2004,7.423
"tza",2005,7.573
"tza",2006,6.737
"tza",2007,7.148
"tza",2008,7.437
"tza",2009,6.022
"tza",2010,7.043
"tza",2011,6.449
"tza",2012,7.687
"tza",2013,7.11
"uga",1801,0
"uga",1802,0
"uga",1803,0
"uga",1804,0
"uga",1805,0
"uga",1806,0
"uga",1807,0
"uga",1808,0
"uga",1809,0
"uga",1810,0
"uga",1811,0
"uga",1812,0
"uga",1813,0
"uga",1814,0
"uga",1815,0
"uga",1816,0
"uga",1817,0
"uga",1818,0
"uga",1819,0
"uga",1820,0
"uga",1821,0.8032
"uga",1822,0.8032
"uga",1823,0.8032
"uga",1824,0.8032
"uga",1825,0.8031
"uga",1826,0.8032
"uga",1827,0.8032
"uga",1828,0.8032
"uga",1829,0.8032
"uga",1830,0.8031
"uga",1831,0.8032
"uga",1832,0.8031
"uga",1833,0.8032
"uga",1834,0.8032
"uga",1835,0.8032
"uga",1836,0.8032
"uga",1837,0.8032
"uga",1838,0.8031
"uga",1839,0.8032
"uga",1840,0.8032
"uga",1841,0.8032
"uga",1842,0.8032
"uga",1843,0.8032
"uga",1844,0.8032
"uga",1845,0.8032
"uga",1846,0.8032
"uga",1847,0.8032
"uga",1848,0.8032
"uga",1849,0.8032
"uga",1850,0.8032
"uga",1851,0.8032
"uga",1852,0.8032
"uga",1853,0.8032
"uga",1854,0.8032
"uga",1855,0.8032
"uga",1856,0.8032
"uga",1857,0.8032
"uga",1858,0.8031
"uga",1859,0.8032
"uga",1860,0.8032
"uga",1861,0.8032
"uga",1862,0.8032
"uga",1863,0.8032
"uga",1864,0.8032
"uga",1865,0.8031
"uga",1866,0.8032
"uga",1867,0.8032
"uga",1868,0.8031
"uga",1869,0.8032
"uga",1870,0.8032
"uga",1871,0.8032
"uga",1872,0.8032
"uga",1873,0.8032
"uga",1874,0.8032
"uga",1875,0.8032
"uga",1876,0.8032
"uga",1877,0.8032
"uga",1878,0.8031
"uga",1879,0.8032
"uga",1880,0.8032
"uga",1881,0.8032
"uga",1882,0.8032
"uga",1883,0.8032
"uga",1884,0.8032
"uga",1885,0.8032
"uga",1886,0.8032
"uga",1887,0.8032
"uga",1888,0.8032
"uga",1889,0.8032
"uga",1890,0.8032
"uga",1891,0.8032
"uga",1892,0.8032
"uga",1893,0.8032
"uga",1894,0.8032
"uga",1895,0.8032
"uga",1896,0.8032
"uga",1897,0.8032
"uga",1898,0.8032
"uga",1899,0.8032
"uga",1900,0.8032
"uga",1901,0.8032
"uga",1902,0.8032
"uga",1903,0.8032
"uga",1904,0.8032
"uga",1905,0.8032
"uga",1906,0.8032
"uga",1907,0.8032
"uga",1908,0.8032
"uga",1909,0.8031
"uga",1910,0.8032
"uga",1911,0.8032
"uga",1912,0.7412
"uga",1913,0.7412
"uga",1914,0.446
"uga",1915,0.446
"uga",1916,0.446
"uga",1917,0.446
"uga",1918,0.446
"uga",1919,0.446
"uga",1920,0.446
"uga",1921,0.446
"uga",1922,2.159
"uga",1923,2.159
"uga",1924,2.159
"uga",1925,2.159
"uga",1926,2.159
"uga",1927,2.159
"uga",1928,2.159
"uga",1929,2.159
"uga",1930,2.159
"uga",1931,2.159
"uga",1932,2.157
"uga",1933,2.157
"uga",1934,2.157
"uga",1935,2.157
"uga",1936,2.157
"uga",1937,2.157
"uga",1938,2.157
"uga",1939,2.157
"uga",1940,2.157
"uga",1941,2.157
"uga",1942,2.157
"uga",1943,2.157
"uga",1944,2.157
"uga",1945,2.157
"uga",1946,2.157
"uga",1947,2.157
"uga",1948,2.157
"uga",1949,2.167
"uga",1950,2.167
"uga",1951,-3.835
"uga",1952,6.301
"uga",1953,4.371
"uga",1954,-1.507
"uga",1955,6.438
"uga",1956,5.417
"uga",1957,4.24
"uga",1958,0.6469
"uga",1959,5.182
"uga",1960,4.978
"uga",1961,-0.7053
"uga",1962,4.507
"uga",1963,11.98
"uga",1964,8.122
"uga",1965,2.672
"uga",1966,6.684
"uga",1967,5.796
"uga",1968,2.895
"uga",1969,11.27
"uga",1970,1.706
"uga",1971,3.35
"uga",1972,1.466
"uga",1973,0.2997
"uga",1974,0.7511
"uga",1975,-1.705
"uga",1976,1.156
"uga",1977,1.992
"uga",1978,-5.033
"uga",1979,-10.38
"uga",1980,-2.576
"uga",1981,4.475
"uga",1982,8.577
"uga",1983,7.583
"uga",1984,-8.558
"uga",1985,2.004
"uga",1986,0.4283
"uga",1987,6.165
"uga",1988,6.922
"uga",1989,7.148
"uga",1990,4.079
"uga",1991,1.089
"uga",1992,3.089
"uga",1993,8.129
"uga",1994,6.105
"uga",1995,12.41
"uga",1996,9.07
"uga",1997,5.288
"uga",1998,4.794
"uga",1999,7.4
"uga",2000,4.943
"uga",2001,4.98
"uga",2002,6.834
"uga",2003,4.385
"uga",2004,5.739
"uga",2005,6.673
"uga",2006,9.497
"uga",2007,8.546
"uga",2008,7.679
"uga",2009,7.075
"uga",2010,5.567
"uga",2011,6.68
"uga",2012,2.698
"uga",2013,5.918
