"geo","time","gapminder_gini"
"tza",1846,27.9
"tza",1847,27.9
"tza",1848,27.9
"tza",1849,27.9
"tza",1850,27.9
"tza",1851,27.9
"tza",1852,27.9
"tza",1853,27.9
"tza",1854,27.9
"tza",1855,27.9
"tza",1856,27.9
"tza",1857,27.9
"tza",1858,27.9
"tza",1859,27.9
"tza",1860,27.9
"tza",1861,27.9
"tza",1862,27.9
"tza",1863,27.9
"tza",1864,27.9
"tza",1865,27.9
"tza",1866,27.9
"tza",1867,27.9
"tza",1868,27.9
"tza",1869,27.9
"tza",1870,27.9
"tza",1871,27.9
"tza",1872,27.9
"tza",1873,27.9
"tza",1874,27.9
"tza",1875,27.9
"tza",1876,27.9
"tza",1877,27.9
"tza",1878,27.9
"tza",1879,27.9
"tza",1880,27.9
"tza",1881,27.9
"tza",1882,27.9
"tza",1883,27.9
"tza",1884,27.9
"tza",1885,27.9
"tza",1886,27.9
"tza",1887,27.9
"tza",1888,27.9
"tza",1889,28
"tza",1890,28
"tza",1891,28
"tza",1892,28
"tza",1893,28
"tza",1894,28.1
"tza",1895,28.1
"tza",1896,28.1
"tza",1897,28.1
"tza",1898,28.2
"tza",1899,28.2
"tza",1900,28.2
"tza",1901,28.3
"tza",1902,28.3
"tza",1903,28.3
"tza",1904,28.4
"tza",1905,28.4
"tza",1906,28.5
"tza",1907,28.5
"tza",1908,28.6
"tza",1909,28.7
"tza",1910,28.8
"tza",1911,28.9
"tza",1912,29
"tza",1913,29.1
"tza",1914,29.2
"tza",1915,29.4
"tza",1916,29.5
"tza",1917,29.7
"tza",1918,29.9
"tza",1919,30
"tza",1920,30.2
"tza",1921,30.4
"tza",1922,30.5
"tza",1923,30.7
"tza",1924,30.9
"tza",1925,31
"tza",1926,31.1
"tza",1927,31.2
"tza",1928,31.3
"tza",1929,31.4
"tza",1930,31.5
"tza",1931,31.5
"tza",1932,31.5
"tza",1933,31.5
"tza",1934,31.5
"tza",1935,31.5
"tza",1936,31.4
"tza",1937,31.4
"tza",1938,31.3
"tza",1939,31.3
"tza",1940,31.2
"tza",1941,31.2
"tza",1942,31.1
"tza",1943,31
"tza",1944,31
"tza",1945,30.9
"tza",1946,30.9
"tza",1947,30.9
"tza",1948,31.1
"tza",1949,31.3
"tza",1950,31.4
"tza",1951,31.9
"tza",1952,32.5
"tza",1953,33.2
"tza",1954,34
"tza",1955,35
"tza",1956,36
"tza",1957,36.9
"tza",1958,37.6
"tza",1959,38
"tza",1960,38.6
"tza",1961,38.3
"tza",1962,37.6
"tza",1963,36.5
"tza",1964,35
"tza",1965,33.5
"tza",1966,31.9
"tza",1967,30.4
"tza",1968,28.8
"tza",1969,26.9
"tza",1970,26
"tza",1971,25.4
"tza",1972,25.2
"tza",1973,25.3
"tza",1974,25.4
"tza",1975,25.5
"tza",1976,25.6
"tza",1977,25.7
"tza",1978,25.8
"tza",1979,26.1
"tza",1980,26.6
"tza",1981,27.2
"tza",1982,28
"tza",1983,28.9
"tza",1984,29.9
"tza",1985,30.8
"tza",1986,31.8
"tza",1987,32.7
"tza",1988,33.7
"tza",1989,34.4
"tza",1990,34.9
"tza",1991,35.3
"tza",1992,35.5
"tza",1993,35.6
"tza",1994,35.7
"tza",1995,36
"tza",1996,36.2
"tza",1997,36.4
"tza",1998,36.6
"tza",1999,36.9
"tza",2000,37.1
"tza",2001,37.5
"tza",2002,37.9
"tza",2003,38.3
"tza",2004,38.8
"tza",2005,39.3
"tza",2006,39.6
"tza",2007,39.7
"tza",2008,39.6
"tza",2009,39.3
"tza",2010,38.8
"tza",2011,38.4
"tza",2012,38.1
"tza",2013,37.9
"tza",2014,37.8
"tza",2015,37.8
"tza",2016,37.8
"tza",2017,37.8
"tza",2018,37.8
"tza",2019,37.8
"tza",2020,37.8
"tza",2021,37.8
"tza",2022,37.8
"tza",2023,37.8
"tza",2024,37.8
"tza",2025,37.8
"tza",2026,37.8
"tza",2027,37.8
"tza",2028,37.8
"tza",2029,37.8
"tza",2030,37.8
"tza",2031,37.8
"tza",2032,37.8
"tza",2033,37.8
"tza",2034,37.8
"tza",2035,37.8
"tza",2036,37.8
"tza",2037,37.8
"tza",2038,37.8
"tza",2039,37.8
"tza",2040,37.8
"uga",1800,43.6
"uga",1801,43.6
"uga",1802,43.6
"uga",1803,43.6
"uga",1804,43.6
"uga",1805,43.6
"uga",1806,43.6
"uga",1807,43.6
"uga",1808,43.6
"uga",1809,43.6
"uga",1810,43.6
"uga",1811,43.6
"uga",1812,43.6
"uga",1813,43.6
"uga",1814,43.6
"uga",1815,43.6
"uga",1816,43.6
"uga",1817,43.6
"uga",1818,43.6
"uga",1819,43.6
"uga",1820,43.6
"uga",1821,43.6
"uga",1822,43.6
"uga",1823,43.6
"uga",1824,43.6
"uga",1825,43.6
"uga",1826,43.6
"uga",1827,43.6
"uga",1828,43.6
"uga",1829,43.6
"uga",1830,43.6
"uga",1831,43.6
"uga",1832,43.6
"uga",1833,43.6
"uga",1834,43.6
"uga",1835,43.6
"uga",1836,43.6
"uga",1837,43.6
"uga",1838,43.6
"uga",1839,43.6
"uga",1840,43.6
"uga",1841,43.6
"uga",1842,43.6
"uga",1843,43.6
"uga",1844,43.6
"uga",1845,43.6
"uga",1846,43.6
"uga",1847,43.6
"uga",1848,43.6
"uga",1849,43.6
"uga",1850,43.6
"uga",1851,43.6
"uga",1852,43.6
"uga",1853,43.6
"uga",1854,43.6
"uga",1855,43.6
"uga",1856,43.6
"uga",1857,43.6
"uga",1858,43.6
"uga",1859,43.6
"uga",1860,43.6
"uga",1861,43.6
"uga",1862,43.6
"uga",1863,43.6
"uga",1864,43.6
"uga",1865,43.6
"uga",1866,43.6
"uga",1867,43.6
"uga",1868,43.6
"uga",1869,43.6
"uga",1870,43.6
"uga",1871,43.6
"uga",1872,43.6
"uga",1873,43.6
"uga",1874,43.6
"uga",1875,43.6
"uga",1876,43.6
"uga",1877,43.6
"uga",1878,43.6
"uga",1879,43.6
"uga",1880,43.6
"uga",1881,43.6
"uga",1882,43.6
"uga",1883,43.6
"uga",1884,43.6
"uga",1885,43.6
"uga",1886,43.6
"uga",1887,43.6
"uga",1888,43.6
"uga",1889,43.6
"uga",1890,43.6
"uga",1891,43.6
"uga",1892,43.6
"uga",1893,43.6
"uga",1894,43.6
"uga",1895,43.6
"uga",1896,43.6
"uga",1897,43.6
"uga",1898,43.6
"uga",1899,43.6
"uga",1900,43.6
"uga",1901,43.6
"uga",1902,43.6
"uga",1903,43.6
"uga",1904,43.6
"uga",1905,43.7
"uga",1906,43.7
"uga",1907,43.7
"uga",1908,43.8
"uga",1909,43.9
"uga",1910,44
"uga",1911,44.1
"uga",1912,44.3
"uga",1913,44.4
"uga",1914,44.6
"uga",1915,44.8
"uga",1916,45
"uga",1917,45.2
"uga",1918,45.5
"uga",1919,45.7
"uga",1920,46
"uga",1921,46.2
"uga",1922,46.5
"uga",1923,46.7
"uga",1924,46.9
"uga",1925,47.1
"uga",1926,47.3
"uga",1927,47.4
"uga",1928,47.6
"uga",1929,47.6
"uga",1930,47.7
"uga",1931,47.8
"uga",1932,47.8
"uga",1933,47.8
"uga",1934,47.8
"uga",1935,47.7
"uga",1936,47.6
"uga",1937,47.5
"uga",1938,47.4
"uga",1939,47.3
"uga",1940,47.2
"uga",1941,47.1
"uga",1942,47
"uga",1943,46.9
"uga",1944,46.8
"uga",1945,46.7
"uga",1946,46.6
"uga",1947,46.6
"uga",1948,46.7
"uga",1949,46.9
"uga",1950,46.9
"uga",1951,47.3
"uga",1952,47.7
"uga",1953,48.3
"uga",1954,49
"uga",1955,49.8
"uga",1956,50.7
"uga",1957,51.5
"uga",1958,52.2
"uga",1959,52.8
"uga",1960,53.5
"uga",1961,53.9
"uga",1962,54.1
"uga",1963,54.2
"uga",1964,54.2
"uga",1965,54.2
"uga",1966,54.1
"uga",1967,54.1
"uga",1968,54
"uga",1969,54
"uga",1970,54
"uga",1971,54.1
"uga",1972,54.1
"uga",1973,54.2
"uga",1974,54.4
"uga",1975,54.5
"uga",1976,54.6
"uga",1977,54.7
"uga",1978,54.8
"uga",1979,54.6
"uga",1980,54.2
"uga",1981,53.6
"uga",1982,52.6
"uga",1983,51.5
"uga",1984,50.3
"uga",1985,49.1
"uga",1986,47.9
"uga",1987,46.7
"uga",1988,45.6
"uga",1989,44.6
"uga",1990,43.7
"uga",1991,42.9
"uga",1992,42.2
"uga",1993,41.5
"uga",1994,40.9
"uga",1995,40.2
"uga",1996,40
"uga",1997,40.2
"uga",1998,40.7
"uga",1999,41.6
"uga",2000,42.6
"uga",2001,43.6
"uga",2002,44.2
"uga",2003,44.3
"uga",2004,44.1
"uga",2005,43.9
"uga",2006,43.6
"uga",2007,43.5
"uga",2008,43.6
"uga",2009,43.6
"uga",2010,43.4
"uga",2011,42.9
"uga",2012,42.4
"uga",2013,41.9
"uga",2014,41.7
"uga",2015,41.9
"uga",2016,42.2
"uga",2017,42.5
"uga",2018,42.7
"uga",2019,42.8
"uga",2020,42.8
"uga",2021,42.8
"uga",2022,42.8
"uga",2023,42.8
"uga",2024,42.8
"uga",2025,42.8
"uga",2026,42.8
"uga",2027,42.8
"uga",2028,42.8
"uga",2029,42.8
"uga",2030,42.8
"uga",2031,42.8
"uga",2032,42.8
"uga",2033,42.8
"uga",2034,42.8
"uga",2035,42.8
"uga",2036,42.8
"uga",2037,42.8
"uga",2038,42.8
"uga",2039,42.8
"uga",2040,42.8
