"geo","time","total_gdp_ppp_inflation_adjusted"
"tza",1926,3.7e+09
"tza",1927,3.787e+09
"tza",1928,3.875e+09
"tza",1929,3.966e+09
"tza",1930,4.058e+09
"tza",1931,4.153e+09
"tza",1932,4.257e+09
"tza",1933,4.364e+09
"tza",1934,4.474e+09
"tza",1935,4.587e+09
"tza",1936,4.702e+09
"tza",1937,4.82e+09
"tza",1938,4.941e+09
"tza",1939,5.065e+09
"tza",1940,5.193e+09
"tza",1941,5.323e+09
"tza",1942,5.457e+09
"tza",1943,5.594e+09
"tza",1944,5.735e+09
"tza",1945,5.879e+09
"tza",1946,6.027e+09
"tza",1947,6.178e+09
"tza",1948,6.334e+09
"tza",1949,6.312e+09
"tza",1950,6.291e+09
"tza",1951,7.097e+09
"tza",1952,7.257e+09
"tza",1953,7.014e+09
"tza",1954,7.601e+09
"tza",1955,7.802e+09
"tza",1956,7.912e+09
"tza",1957,8.117e+09
"tza",1958,8.2e+09
"tza",1959,8.614e+09
"tza",1960,8.977e+09
"tza",1961,8.882e+09
"tza",1962,9.696e+09
"tza",1963,1.031e+10
"tza",1964,1.088e+10
"tza",1965,1.127e+10
"tza",1966,1.272e+10
"tza",1967,1.323e+10
"tza",1968,1.392e+10
"tza",1969,1.418e+10
"tza",1970,1.501e+10
"tza",1971,1.566e+10
"tza",1972,1.67e+10
"tza",1973,1.723e+10
"tza",1974,1.765e+10
"tza",1975,1.862e+10
"tza",1976,1.999e+10
"tza",1977,2.059e+10
"tza",1978,2.121e+10
"tza",1979,2.151e+10
"tza",1980,2.173e+10
"tza",1981,2.154e+10
"tza",1982,2.187e+10
"tza",1983,2.181e+10
"tza",1984,2.239e+10
"tza",1985,2.238e+10
"tza",1986,2.313e+10
"tza",1987,2.427e+10
"tza",1988,2.529e+10
"tza",1989,2.62e+10
"tza",1990,2.725e+10
"tza",1991,2.796e+10
"tza",1992,2.826e+10
"tza",1993,2.861e+10
"tza",1994,2.89e+10
"tza",1995,2.989e+10
"tza",1996,3.148e+10
"tza",1997,3.134e+10
"tza",1998,3.249e+10
"tza",1999,3.364e+10
"tza",2000,3.535e+10
"tza",2001,3.764e+10
"tza",2002,4.05e+10
"tza",2003,4.3e+10
"tza",2004,4.619e+10
"tza",2005,4.969e+10
"tza",2006,5.304e+10
"tza",2007,5.683e+10
"tza",2008,6.106e+10
"tza",2009,6.473e+10
"tza",2010,6.929e+10
"tza",2011,7.376e+10
"tza",2012,7.943e+10
"tza",2013,8.508e+10
"uga",1800,1.026e+09
"uga",1801,1.026e+09
"uga",1802,1.026e+09
"uga",1803,1.026e+09
"uga",1804,1.026e+09
"uga",1805,1.026e+09
"uga",1806,1.026e+09
"uga",1807,1.026e+09
"uga",1808,1.026e+09
"uga",1809,1.026e+09
"uga",1810,1.026e+09
"uga",1811,1.026e+09
"uga",1812,1.026e+09
"uga",1813,1.026e+09
"uga",1814,1.026e+09
"uga",1815,1.026e+09
"uga",1816,1.026e+09
"uga",1817,1.026e+09
"uga",1818,1.026e+09
"uga",1819,1.026e+09
"uga",1820,1.026e+09
"uga",1821,1.034e+09
"uga",1822,1.042e+09
"uga",1823,1.051e+09
"uga",1824,1.059e+09
"uga",1825,1.068e+09
"uga",1826,1.076e+09
"uga",1827,1.085e+09
"uga",1828,1.094e+09
"uga",1829,1.102e+09
"uga",1830,1.111e+09
"uga",1831,1.12e+09
"uga",1832,1.129e+09
"uga",1833,1.138e+09
"uga",1834,1.147e+09
"uga",1835,1.157e+09
"uga",1836,1.166e+09
"uga",1837,1.175e+09
"uga",1838,1.185e+09
"uga",1839,1.194e+09
"uga",1840,1.204e+09
"uga",1841,1.214e+09
"uga",1842,1.223e+09
"uga",1843,1.233e+09
"uga",1844,1.243e+09
"uga",1845,1.253e+09
"uga",1846,1.263e+09
"uga",1847,1.273e+09
"uga",1848,1.283e+09
"uga",1849,1.294e+09
"uga",1850,1.304e+09
"uga",1851,1.315e+09
"uga",1852,1.325e+09
"uga",1853,1.336e+09
"uga",1854,1.347e+09
"uga",1855,1.357e+09
"uga",1856,1.368e+09
"uga",1857,1.379e+09
"uga",1858,1.39e+09
"uga",1859,1.401e+09
"uga",1860,1.413e+09
"uga",1861,1.424e+09
"uga",1862,1.436e+09
"uga",1863,1.447e+09
"uga",1864,1.459e+09
"uga",1865,1.47e+09
"uga",1866,1.482e+09
"uga",1867,1.494e+09
"uga",1868,1.506e+09
"uga",1869,1.518e+09
"uga",1870,1.53e+09
"uga",1871,1.543e+09
"uga",1872,1.555e+09
"uga",1873,1.568e+09
"uga",1874,1.58e+09
"uga",1875,1.593e+09
"uga",1876,1.606e+09
"uga",1877,1.619e+09
"uga",1878,1.632e+09
"uga",1879,1.645e+09
"uga",1880,1.658e+09
"uga",1881,1.671e+09
"uga",1882,1.685e+09
"uga",1883,1.698e+09
"uga",1884,1.712e+09
"uga",1885,1.726e+09
"uga",1886,1.739e+09
"uga",1887,1.753e+09
"uga",1888,1.767e+09
"uga",1889,1.782e+09
"uga",1890,1.796e+09
"uga",1891,1.81e+09
"uga",1892,1.825e+09
"uga",1893,1.84e+09
"uga",1894,1.854e+09
"uga",1895,1.869e+09
"uga",1896,1.884e+09
"uga",1897,1.899e+09
"uga",1898,1.915e+09
"uga",1899,1.93e+09
"uga",1900,1.945e+09
"uga",1901,1.961e+09
"uga",1902,1.977e+09
"uga",1903,1.993e+09
"uga",1904,2.009e+09
"uga",1905,2.025e+09
"uga",1906,2.041e+09
"uga",1907,2.058e+09
"uga",1908,2.074e+09
"uga",1909,2.091e+09
"uga",1910,2.108e+09
"uga",1911,2.124e+09
"uga",1912,2.14e+09
"uga",1913,2.156e+09
"uga",1914,2.166e+09
"uga",1915,2.175e+09
"uga",1916,2.185e+09
"uga",1917,2.195e+09
"uga",1918,2.205e+09
"uga",1919,2.214e+09
"uga",1920,2.224e+09
"uga",1921,2.234e+09
"uga",1922,2.282e+09
"uga",1923,2.332e+09
"uga",1924,2.382e+09
"uga",1925,2.433e+09
"uga",1926,2.486e+09
"uga",1927,2.54e+09
"uga",1928,2.595e+09
"uga",1929,2.651e+09
"uga",1930,2.708e+09
"uga",1931,2.766e+09
"uga",1932,2.826e+09
"uga",1933,2.887e+09
"uga",1934,2.949e+09
"uga",1935,3.013e+09
"uga",1936,3.078e+09
"uga",1937,3.144e+09
"uga",1938,3.212e+09
"uga",1939,3.281e+09
"uga",1940,3.352e+09
"uga",1941,3.424e+09
"uga",1942,3.498e+09
"uga",1943,3.574e+09
"uga",1944,3.651e+09
"uga",1945,3.729e+09
"uga",1946,3.81e+09
"uga",1947,3.892e+09
"uga",1948,3.976e+09
"uga",1949,4.062e+09
"uga",1950,4.15e+09
"uga",1951,3.991e+09
"uga",1952,4.242e+09
"uga",1953,4.428e+09
"uga",1954,4.361e+09
"uga",1955,4.642e+09
"uga",1956,4.893e+09
"uga",1957,5.101e+09
"uga",1958,5.134e+09
"uga",1959,5.4e+09
"uga",1960,5.669e+09
"uga",1961,5.629e+09
"uga",1962,5.882e+09
"uga",1963,6.587e+09
"uga",1964,7.122e+09
"uga",1965,7.312e+09
"uga",1966,7.801e+09
"uga",1967,8.253e+09
"uga",1968,8.492e+09
"uga",1969,9.45e+09
"uga",1970,9.611e+09
"uga",1971,9.933e+09
"uga",1972,1.008e+10
"uga",1973,1.011e+10
"uga",1974,1.018e+10
"uga",1975,1.001e+10
"uga",1976,1.013e+10
"uga",1977,1.033e+10
"uga",1978,9.809e+09
"uga",1979,8.79e+09
"uga",1980,8.564e+09
"uga",1981,8.947e+09
"uga",1982,9.714e+09
"uga",1983,1.045e+10
"uga",1984,9.557e+09
"uga",1985,9.748e+09
"uga",1986,9.79e+09
"uga",1987,1.039e+10
"uga",1988,1.111e+10
"uga",1989,1.191e+10
"uga",1990,1.239e+10
"uga",1991,1.253e+10
"uga",1992,1.291e+10
"uga",1993,1.396e+10
"uga",1994,1.482e+10
"uga",1995,1.666e+10
"uga",1996,1.817e+10
"uga",1997,1.913e+10
"uga",1998,2.004e+10
"uga",1999,2.153e+10
"uga",2000,2.259e+10
"uga",2001,2.372e+10
"uga",2002,2.534e+10
"uga",2003,2.645e+10
"uga",2004,2.797e+10
"uga",2005,2.983e+10
"uga",2006,3.266e+10
"uga",2007,3.546e+10
"uga",2008,3.818e+10
"uga",2009,4.088e+10
"uga",2010,4.316e+10
"uga",2011,4.604e+10
"uga",2012,4.728e+10
"uga",2013,5.008e+10
