"geo","time","population_aged_20_39_years_female_percent"
"bdi",1950,29.27128
"bdi",1955,28.49751
"bdi",1960,27.67833
"bdi",1965,26.78062
"bdi",1970,25.69621
"bdi",1975,25.93188
"bdi",1980,27.87457
"bdi",1985,28.26189
"bdi",1990,28.0145
"bdi",1995,25.15478
"bdi",2000,23.65077
"bdi",2005,25.95841
"bdi",2010,28.1003
"bdi",2015,29.5442
"bdi",2020,29.60564
"bdi",2025,28.9623
"bdi",2030,28.75668
"bdi",2035,29.25337
"bdi",2040,30.31088
"bdi",2045,31.0346
"bdi",2050,31.00283
"bdi",2055,30.74431
"bdi",2060,30.58854
"bdi",2065,30.64931
"bdi",2070,30.75262
"bdi",2075,30.63065
"bdi",2080,30.2265
"bdi",2085,29.72253
"bdi",2090,29.29441
"bdi",2095,28.97373
"bdi",2100,28.67069
"cod",1950,27.67835
"cod",1955,28.11206
"cod",1960,28.32431
"cod",1965,28.39151
"cod",1970,28.21474
"cod",1975,27.57427
"cod",1980,27.07744
"cod",1985,26.7217
"cod",1990,26.55719
"cod",1995,26.60952
"cod",2000,26.71371
"cod",2005,26.71195
"cod",2010,26.59312
"cod",2015,26.55243
"cod",2020,26.7341
"cod",2025,27.32592
"cod",2030,28.29968
"cod",2035,29.42071
"cod",2040,30.39381
"cod",2045,31.08346
"cod",2050,31.5022
"cod",2055,31.70393
"cod",2060,31.78877
"cod",2065,31.68084
"cod",2070,31.34971
"cod",2075,30.83354
"cod",2080,30.18989
"cod",2085,29.5263
"cod",2090,28.84143
"cod",2095,28.14022
"cod",2100,27.43594
"ken",1950,26.44426
"ken",1955,26.30257
"ken",1960,25.34988
"ken",1965,23.68115
"ken",1970,23.17152
"ken",1975,23.49739
"ken",1980,24.31971
"ken",1985,25.48895
"ken",1990,26.37629
"ken",1995,27.77387
"ken",2000,28.70692
"ken",2005,29.93513
"ken",2010,30.95567
"ken",2015,31.16901
"ken",2020,31.37596
"ken",2025,31.45788
"ken",2030,31.7015
"ken",2035,31.90032
"ken",2040,31.65556
"ken",2045,31.19623
"ken",2050,30.60019
"ken",2055,30.22168
"ken",2060,29.81431
"ken",2065,29.32407
"ken",2070,28.75411
"ken",2075,28.14729
"ken",2080,27.55037
"ken",2085,26.97704
"ken",2090,26.39833
"ken",2095,25.79326
"ken",2100,25.17449
"rwa",1950,27.45984
"rwa",1955,27.72691
"rwa",1960,26.88682
"rwa",1965,24.03035
"rwa",1970,24.25086
"rwa",1975,25.11371
"rwa",1980,26.37702
"rwa",1985,26.48612
"rwa",1990,26.29621
"rwa",1995,29.39773
"rwa",2000,27.00763
"rwa",2005,29.19023
"rwa",2010,31.55783
"rwa",2015,31.53941
"rwa",2020,31.61805
"rwa",2025,31.05425
"rwa",2030,31.25142
"rwa",2035,32.17148
"rwa",2040,32.31156
"rwa",2045,31.77731
"rwa",2050,30.84343
"rwa",2055,30.10558
"rwa",2060,29.62322
"rwa",2065,29.22615
"rwa",2070,28.62156
"rwa",2075,27.74064
"rwa",2080,26.727
"rwa",2085,25.77267
"rwa",2090,24.98131
"rwa",2095,24.30039
"rwa",2100,23.64828
"ssd",1950,27.26611
"ssd",1955,28.57499
"ssd",1960,29.29031
"ssd",1965,29.59798
"ssd",1970,29.24649
"ssd",1975,27.7548
"ssd",1980,26.99827
"ssd",1985,26.82612
"ssd",1990,26.90406
"ssd",1995,27.42141
"ssd",2000,27.51801
"ssd",2005,27.4655
"ssd",2010,27.88193
"ssd",2015,28.68819
"ssd",2020,29.62299
"ssd",2025,30.37525
"ssd",2030,30.83688
"ssd",2035,31.11035
"ssd",2040,31.31725
"ssd",2045,31.54621
"ssd",2050,31.61291
"ssd",2055,31.51014
"ssd",2060,31.22576
"ssd",2065,30.8466
"ssd",2070,30.44923
"ssd",2075,30.05372
"ssd",2080,29.63086
"ssd",2085,29.16202
"ssd",2090,28.65653
"ssd",2095,28.13933
"ssd",2100,27.62234
"tza",1950,27.43996
"tza",1955,27.51096
"tza",1960,27.39541
"tza",1965,27.26346
"tza",1970,27.23443
"tza",1975,26.83647
"tza",1980,26.65175
"tza",1985,26.67834
"tza",1990,26.8057
"tza",1995,27.26959
"tza",2000,27.7575
"tza",2005,27.84202
"tza",2010,28.1849
"tza",2015,28.26571
"tza",2020,28.13634
"tza",2025,28.54753
"tza",2030,29.05848
"tza",2035,29.66957
"tza",2040,30.20085
"tza",2045,30.33211
"tza",2050,30.39609
"tza",2055,30.3689
"tza",2060,30.34088
"tza",2065,30.25286
"tza",2070,30.03885
"tza",2075,29.72532
"tza",2080,29.37475
"tza",2085,29.00358
"tza",2090,28.63474
"tza",2095,28.25229
"tza",2100,27.8435
"uga",1950,28.7144
"uga",1955,28.75653
"uga",1960,27.15031
"uga",1965,26.2615
"uga",1970,25.52296
"uga",1975,25.41008
"uga",1980,25.97371
"uga",1985,26.15727
"uga",1990,26.28175
"uga",1995,25.95584
"uga",2000,25.92541
"uga",2005,26.24715
"uga",2010,26.72467
"uga",2015,27.35637
"uga",2020,27.97988
"uga",2025,28.77473
"uga",2030,29.58667
"uga",2035,30.24355
"uga",2040,30.82003
"uga",2045,31.21429
"uga",2050,31.48218
"uga",2055,31.61811
"uga",2060,31.56824
"uga",2065,31.36138
"uga",2070,31.01946
"uga",2075,30.59737
"uga",2080,30.13209
"uga",2085,29.62722
"uga",2090,29.09495
"uga",2095,28.53925
"uga",2100,27.97543
