"geo","time","child_mortality_0_5_year_olds_more_years_version_7"
"uga",1853,510.9
"uga",1854,510.9
"uga",1855,510.9
"uga",1856,510.9
"uga",1857,510.9
"uga",1858,510.9
"uga",1859,510.9
"uga",1860,510.9
"uga",1861,510.9
"uga",1862,510.9
"uga",1863,510.9
"uga",1864,510.9
"uga",1865,510.9
"uga",1866,510.9
"uga",1867,510.9
"uga",1868,510.9
"uga",1869,510.9
"uga",1870,510.9
"uga",1871,510.9
"uga",1872,510.9
"uga",1873,510.9
"uga",1874,510.9
"uga",1875,510.9
"uga",1876,510.9
"uga",1877,510.9
"uga",1878,510.9
"uga",1879,510.9
"uga",1880,510.9
"uga",1881,510.9
"uga",1882,510.9
"uga",1883,510.9
"uga",1884,510.9
"uga",1885,510.9
"uga",1886,510.9
"uga",1887,510.9
"uga",1888,510.9
"uga",1889,510.9
"uga",1890,510.9
"uga",1891,510.9
"uga",1892,510.9
"uga",1893,510.9
"uga",1894,510.9
"uga",1895,510.8
"uga",1896,510.8
"uga",1897,510.6
"uga",1898,510.4
"uga",1899,510.1
"uga",1900,509.8
"uga",1901,509.4
"uga",1902,508.8
"uga",1903,508.2
"uga",1904,507.6
"uga",1905,506.8
"uga",1906,506
"uga",1907,505
"uga",1908,504
"uga",1909,503
"uga",1910,501.9
"uga",1911,500.7
"uga",1912,499.5
"uga",1913,498.3
"uga",1914,497.1
"uga",1915,495.9
"uga",1916,494.7
"uga",1917,493.5
"uga",1918,492.3
"uga",1919,491.1
"uga",1920,489.9
"uga",1921,488.7
"uga",1922,487.5
"uga",1923,490.6
"uga",1924,493.8
"uga",1925,495.5
"uga",1926,498.7
"uga",1927,501.9
"uga",1928,496.2
"uga",1929,492.1
"uga",1930,486.5
"uga",1931,482.4
"uga",1932,476.9
"uga",1933,472.9
"uga",1934,467.6
"uga",1935,463.6
"uga",1936,458.3
"uga",1937,454.4
"uga",1938,449.2
"uga",1939,444.1
"uga",1940,439
"uga",1941,434
"uga",1942,429
"uga",1943,424.1
"uga",1944,419.2
"uga",1953,266.6
"uga",1954,260.2
"uga",1955,253.8
"uga",1956,247.6
"uga",1957,241.8
"uga",1958,236.3
"uga",1959,231.1
"uga",1960,225.9
"uga",1961,220.8
"uga",1962,215.7
"uga",1963,211
"uga",1964,206
"uga",1965,201.1
"uga",1966,196.2
"uga",1967,192
"uga",1968,188.4
"uga",1969,185.7
"uga",1970,184.2
"uga",1971,183.9
"uga",1972,184.8
"uga",1973,186.8
"uga",1974,190.1
"uga",1975,194.1
"uga",1976,198.8
"uga",1977,203.9
"uga",1978,208.6
"uga",1979,212.2
"uga",1980,213.9
"uga",1981,212.8
"uga",1982,208.1
"uga",1983,201.3
"uga",1984,194.2
"uga",1985,188.4
"uga",1986,184.3
"uga",1987,182.2
"uga",1988,181.3
"uga",1989,180.4
"uga",1990,178.7
"uga",1991,176.2
"uga",1992,173.2
"uga",1993,170.1
"uga",1994,167.5
"uga",1995,165.4
"uga",1996,163.4
"uga",1997,160.9
"uga",1998,157.5
"uga",1999,152.9
"uga",2000,147
"uga",2001,140.1
"uga",2002,132.5
"uga",2003,124.5
"uga",2004,116.3
"uga",2005,108.5
"uga",2006,101.3
"uga",2007,94.7
"uga",2008,88.5
"uga",2009,83.1
"uga",2010,78.4
"uga",2011,73.9
"uga",2012,68.9
"uga",2013,66.1
