"geo","time","income_per_person_gdppercapita_ppp_inflation_adjusted"
"uga",1845,525
"uga",1846,527
"uga",1847,530
"uga",1848,532
"uga",1849,535
"uga",1850,538
"uga",1851,540
"uga",1852,543
"uga",1853,545
"uga",1854,548
"uga",1855,551
"uga",1856,553
"uga",1857,556
"uga",1858,559
"uga",1859,562
"uga",1860,564
"uga",1861,567
"uga",1862,570
"uga",1863,572
"uga",1864,575
"uga",1865,578
"uga",1866,581
"uga",1867,584
"uga",1868,586
"uga",1869,589
"uga",1870,592
"uga",1871,595
"uga",1872,598
"uga",1873,601
"uga",1874,604
"uga",1875,607
"uga",1876,610
"uga",1877,612
"uga",1878,615
"uga",1879,618
"uga",1880,621
"uga",1881,624
"uga",1882,627
"uga",1883,630
"uga",1884,634
"uga",1885,637
"uga",1886,640
"uga",1887,643
"uga",1888,646
"uga",1889,649
"uga",1890,652
"uga",1891,655
"uga",1892,658
"uga",1893,662
"uga",1894,665
"uga",1895,668
"uga",1896,671
"uga",1897,675
"uga",1898,678
"uga",1899,681
"uga",1900,684
"uga",1901,688
"uga",1902,691
"uga",1903,694
"uga",1904,698
"uga",1905,701
"uga",1906,704
"uga",1907,708
"uga",1908,711
"uga",1909,715
"uga",1910,718
"uga",1911,722
"uga",1912,725
"uga",1913,729
"uga",1914,730
"uga",1915,731
"uga",1916,733
"uga",1917,734
"uga",1918,736
"uga",1919,737
"uga",1920,738
"uga",1921,741
"uga",1922,744
"uga",1923,748
"uga",1924,751
"uga",1925,754
"uga",1926,757
"uga",1927,760
"uga",1928,763
"uga",1929,766
"uga",1930,769
"uga",1931,772
"uga",1932,775
"uga",1933,778
"uga",1934,781
"uga",1935,784
"uga",1936,788
"uga",1937,791
"uga",1938,794
"uga",1939,797
"uga",1940,800
"uga",1941,803
"uga",1942,806
"uga",1943,809
"uga",1944,813
"uga",1945,816
"uga",1946,819
"uga",1947,822
"uga",1948,825
"uga",1949,828
"uga",1950,832
"uga",1951,779
"uga",1952,808
"uga",1953,823
"uga",1954,791
"uga",1955,822
"uga",1956,846
"uga",1957,860
"uga",1958,843
"uga",1959,863
"uga",1960,881
"uga",1961,849
"uga",1962,861
"uga",1963,934
"uga",1964,978
"uga",1965,972
"uga",1966,1005
"uga",1967,1030
"uga",1968,1027
"uga",1969,1108
"uga",1970,1095
"uga",1971,1101
"uga",1972,1087
"uga",1973,1063
"uga",1974,1043
"uga",1975,998
"uga",1976,982
"uga",1977,974
"uga",1978,899
"uga",1979,783
"uga",1980,742
"uga",1981,753
"uga",1982,795
"uga",1983,831
"uga",1984,738
"uga",1985,729
"uga",1986,708
"uga",1987,727
"uga",1988,750
"uga",1989,777
"uga",1990,782
"uga",1991,798
"uga",1992,798
"uga",1993,837
"uga",1994,862
"uga",1995,931
"uga",1996,984
"uga",1997,1003
"uga",1998,1020
"uga",1999,1069
"uga",2000,1067
"uga",2001,1085
"uga",2002,1141
"uga",2003,1173
"uga",2004,1210
"uga",2005,1243
"uga",2006,1330
"uga",2007,1393
"uga",2008,1463
"uga",2009,1508
"uga",2010,1540
"uga",2011,1629
"uga",2012,1635
"uga",2013,1637
"uga",2014,1666
"uga",2015,1693
"uga",2016,1714
"uga",2017,1764
"uga",2018,1818
"uga",2019,1875
"uga",2020,1930
"uga",2021,1986
"uga",2022,2042
"uga",2023,2097
"uga",2024,2151
"uga",2025,2204
"uga",2026,2257
"uga",2027,2309
"uga",2028,2361
"uga",2029,2414
"uga",2030,2468
"uga",2031,2523
"uga",2032,2579
"uga",2033,2636
"uga",2034,2694
"uga",2035,2754
"uga",2036,2815
"uga",2037,2877
"uga",2038,2941
"uga",2039,3006
"uga",2040,3073
